type,filename,dokid,datokode,tittel,korttittel,departement,etat,rettsomraade,i_kraft,siste_endring_i_kraft,sist_endret_ved,publisert_i,gjelder_for,siste_rettelse,refid,url
lov,nl-20060818-061.xml,NL/lov/2006-08-18-61,LOV-2006-08-18-61,Lov om beredskapslagring av petroleumsprodukt,Lov om beredskapslagring av petroleumsprodukt,Nærings- og fiskeridepartementet,,Energirett > Petroleumsvirksomhet HMS og beredskaps- og sikkerhetsrett > Beredskap,2006-08-18,2022-12-20,lov/2022-12-20-122,,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2006-08-18-61,https://lovdata.no/lov/2006-08-18-61
lov,nl-20061201-065.xml,NL/lov/2006-12-01-65,LOV-2006-12-01-65,Lov om endringer i barnevernloven og sosialtjenesteloven mv. (saksbehandlingsregler for fylkesnemndene for barnevern og sosiale saker mv.),Endringslov til barnevernl. og sosialtjenestel.,Barne- og familiedepartementet,,"Familie-, person- og barnerett > Barnevern Forvaltnings- og kommunalrett > Kommuner og fylkeskommuner","Kongen bestemmer, 2008-01-01, 2007-01-01",,,,,2021-09-29 (redigert note),lov/2006-12-01-65,https://lovdata.no/lov/2006-12-01-65
lov,nl-20061215-081.xml,NL/lov/2006-12-15-81,LOV-2006-12-15-81,Lov om endringer i lov 26. mars 1999 nr. 14 om skatt av formue og inntekt,Endringslov til skatteloven,Finansdepartementet,,Skatte- og avgiftsrett > Inntekts- og formueskatt,"Kongen bestemmer, 2006-12-15, 2007-01-01",2007-06-15,lov/2007-06-15-27,,,2022-12-07 (del VII tatt ut),lov/2006-12-15-81,https://lovdata.no/lov/2006-12-15-81
lov,nl-20070126-004.xml,NL/lov/2007-01-26-4,LOV-2007-01-26-4,"Lov om målenheter, måling og normaltid","Lov om målenheter, måling og normaltid",Nærings- og fiskeridepartementet,,Forvaltnings- og kommunalrett > Offentlige reguleringer,2008-01-01,2013-04-12,lov/2013-04-12-13,,,"2021-08-25 (faglige fotnoter fjernet, UU-tilpasset)",lov/2007-01-26-4,https://lovdata.no/lov/2007-01-26-4
lov,nl-20070216-009.xml,NL/lov/2007-02-16-9,LOV-2007-02-16-9,Lov om skipssikkerhet (skipssikkerhetsloven),Skipssikkerhetsloven,Nærings- og fiskeridepartementet,,Arbeidsrett > Arbeidsmiljø EU/EØS-rett > Transport Transport og kommunikasjoner > Skipsfart,"2007-07-01, 2008-07-01 (§ 74 nr. 12)",2026-01-01,"lov/2025-04-25-12 fra 2026-01-01, lov/2025-06-20-110 fra 2025-08-01",,,2025-09-26 (metainformasjon om direktiv 2009/15/EF ),lov/2007-02-16-9,https://lovdata.no/lov/2007-02-16-9
lov,nl-20070615-040.xml,NL/lov/2007-06-15-40,LOV-2007-06-15-40,Lov om reindrift (reindriftsloven),Reindriftsloven,Landbruks- og matdepartementet,,"Landbruk, jakt og skogbruk > Reindrift Samerett > Reindrift",2007-07-01,2025-07-01,lov/2025-06-06-28 fra 2025-07-01,,,2026-03-20 (nordsamisk oversettelse tilføyd),lov/2007-06-15-40,https://lovdata.no/lov/2007-06-15-40
lov,nl-20070629-044.xml,NL/lov/2007-06-29-44,LOV-2007-06-29-44,Lov om Folketrygdfondet,Folketrygdfondloven,Finansdepartementet,,"Selskaper, fond og foreninger > Fond",2008-01-01,2026-01-01,lov/2025-06-20-96 fra 2026-01-01,,,2021-07-01 (faglige fotnoter fjernet),lov/2007-06-29-44,https://lovdata.no/lov/2007-06-29-44
lov,nl-20070629-073.xml,NL/lov/2007-06-29-73,LOV-2007-06-29-73,Lov om eiendomsmegling (eiendomsmeglingsloven),Eiendomsmeglingsloven - emgll,Finansdepartementet,,Fast eiendoms rettsforhold > Eiendomsmegling,"2008-01-01, 2011-07-01",2026-01-01,lov/2025-06-20-106 fra 2026-01-01,,,"2021-08-19 (faglige fotnoter fjernet, UU-tilpasset)",lov/2007-06-29-73,https://lovdata.no/lov/2007-06-29-73
lov,nl-20070629-075.xml,NL/lov/2007-06-29-75,LOV-2007-06-29-75,Lov om verdipapirhandel (verdipapirhandelloven),Verdipapirhandelloven - vphl,Finansdepartementet,,"Bank, finans og regnskapsrett > Børs- og verdipapir EU/EØS-rett > Finansielle tjenester Selskaper, fond og foreninger > Fond","2007-11-01, 2008-01-01, 2008-11-01, 2009-03-16",2025-08-01,"lov/2024-06-25-60 fra 2025-08-01, lov/2025-05-27-18 fra 2025-07-01",,,"2023-02-02 (EØS-henvisninger i loven, overskrift kap. 19)",lov/2007-06-29-75,https://lovdata.no/lov/2007-06-29-75
lov,nl-20070629-081.xml,NL/lov/2007-06-29-81,LOV-2007-06-29-81,Lov om samvirkeforetak (samvirkelova),Samvirkelova,Nærings- og fiskeridepartementet,,"Selskaper, fond og foreninger > Samvirkeforetak",2008-01-01,2024-11-01,lov/2024-06-21-42 fra 2024-11-01,,,2021-07-02 (faglige fotnoter fjernet),lov/2007-06-29-81,https://lovdata.no/lov/2007-06-29-81
lov,nl-20070629-086.xml,NL/lov/2007-06-29-86,LOV-2007-06-29-86,Lov om forbud mot prispåslag ved videresalg av billetter til kultur- og idrettsarrangementer,Svartebørsloven,Kultur- og likestillingsdepartementet,,"Kultur, idrett og underholdning > Idrett. Sport Kultur, idrett og underholdning > Kunst Kultur, idrett og underholdning > Musikk og teater Kultur, idrett og underholdning > Underholdning",2007-07-01,,,,,2021-06-22 (struktur),lov/2007-06-29-86,https://lovdata.no/lov/2007-06-29-86
lov,nl-20070629-088.xml,NL/lov/2007-06-29-88,LOV-2007-06-29-88,Lov om register for frivillig virksomhet,Frivillighetsregisterloven,Kultur- og likestillingsdepartementet,,"Forvaltnings- og kommunalrett > Statistikk. Registrering Selskaper, fond og foreninger > Stiftelser/legater og foreninger",2008-12-01,2026-01-01,lov/2025-06-20-105 fra 2026-01-01,,,"2021-08-26 (faglige fotnoter fjernet, UU-tilpasset)",lov/2007-06-29-88,https://lovdata.no/lov/2007-06-29-88
lov,nl-20070629-089.xml,NL/lov/2007-06-29-89,LOV-2007-06-29-89,Lov om offentlege styresmakters ansvar for kulturverksemd (kulturlova),Kulturlova,Kultur- og likestillingsdepartementet,,"Forvaltnings- og kommunalrett > Kommuner og fylkeskommuner Kultur, idrett og underholdning > Film Kultur, idrett og underholdning > Kunst Kultur, idrett og underholdning > Musikk og teater",2007-08-01,2025-07-01,lov/2025-05-09-14 fra 2025-07-01,,,2021-09-27 (faglige fotnoter fjernet),lov/2007-06-29-89,https://lovdata.no/lov/2007-06-29-89
lov,nl-20071214-116.xml,NL/lov/2007-12-14-116,LOV-2007-12-14-116,Lov om studentsamskipnader (studentsamskipnadsloven),Studentsamskipnadsloven,Kunnskapsdepartementet,,"Selskaper, fond og foreninger > Stiftelser/legater og foreninger Selskaper, fond og foreninger Skoler, universiteter og forskning > Universiteter og høyskoler",2008-08-01,2026-01-01,"lov/2025-06-20-96 fra 2026-01-01, lov/2025-06-20-101 fra 2025-08-01",,,2024-11-18 (lenke i § 1 (1) og § 4 (1)),lov/2007-12-14-116,https://lovdata.no/lov/2007-12-14-116
lov,nl-20080111-002.xml,NL/lov/2008-01-11-2,LOV-2008-01-11-2,Lov om endringer i lov 4. juli 2003 nr. 83 om elektronisk kommunikasjon (ekomloven),Endringslov til ekomloven,Samferdselsdepartementet,,IKT- og medierett > Telekommunikasjon,"Kongen bestemmer, 2008-01-15",,,,,2021-09-29 (faglige fotnoter fjernet),lov/2008-01-11-2,https://lovdata.no/lov/2008-01-11-2
lov,nl-20080515-035.xml,NL/lov/2008-05-15-35,LOV-2008-05-15-35,Lov om utlendingers adgang til riket og deres opphold her (utlendingsloven),Utlendingsloven - utlendl,Justis- og beredskapsdepartementet,,Utlendingsrett,2010-01-01,2026-06-12,lov/2026-06-12-31 fra 2026-06-12,,,2026-06-15 (noter til §§ 32 og 101),lov/2008-05-15-35,https://lovdata.no/lov/2008-05-15-35
lov,nl-20080606-037.xml,NL/lov/2008-06-06-37,LOV-2008-06-06-37,Lov om forvaltning av viltlevande marine ressursar (havressurslova),Havressurslova,Nærings- og fiskeridepartementet,,Fiskeri- og fangstrett og havbruk > Fiskeri Svalbard og biland > Fiske,2009-01-01,2026-01-01,lov/2025-06-06-29 fra 2026-01-01,,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2008-06-06-37,https://lovdata.no/lov/2008-06-06-37
lov,nl-20080620-044.xml,NL/lov/2008-06-20-44,LOV-2008-06-20-44,Lov om medisinsk og helsefaglig forskning (helseforskningsloven),Helseforskningsloven - hforsknl,Helse- og omsorgsdepartementet,,"Helse- og omsorgsrett Skoler, universiteter og forskning > Helseforskning",2009-07-01,2026-01-01,lov/2025-06-20-96 fra 2026-01-01,,,"2021-07-02 (faglige fotnoter fjernet, UU-tilpasset)",lov/2008-06-20-44,https://lovdata.no/lov/2008-06-20-44
lov,nl-20080627-062.xml,NL/lov/2008-06-27-62,LOV-2008-06-27-62,Lov om individuell pensjonsordning,Lov om individuell pensjonsordning,Finansdepartementet,,Pensjons- og trygderett,"2008-06-27, 2008-12-31",2017-11-01,lov/2017-06-21-83 fra 2017-11-01,,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2008-06-27-62,https://lovdata.no/lov/2008-06-27-62
lov,nl-20080627-071.xml,NL/lov/2008-06-27-71,LOV-2008-06-27-71,Lov om planlegging og byggesaksbehandling (plan- og bygningsloven),Plan- og bygningsloven - pbl,Kommunal- og distriktsdepartementet,,Forvaltnings- og kommunalrett > Offentlige reguleringer,"2009-07-01, 2010-07-01, 2013-01-01",2026-01-17,"lov/2025-05-27-21 fra 2026-01-17, lov/2025-06-20-93 fra 2025-07-01",,,2025-03-18 (nordsamisk oversettelse tilføyd),lov/2008-06-27-71,https://lovdata.no/lov/2008-06-27-71
lov,nl-20081017-079.xml,NL/lov/2008-10-17-79,LOV-2008-10-17-79,Lov om utvalget for gjennomgang av stortingspensjoner,Stortingspensjonsutvalgsloven,Justis- og beredskapsdepartementet,,"Pensjons- og trygderett Stats-, statsforfatnings- og statsborgerrett > Stortinget",2008-10-17,2018-07-20,lov/2018-06-15-38 fra 2018-07-20,,,,lov/2008-10-17-79,https://lovdata.no/lov/2008-10-17-79
lov,nl-20081212-099.xml,NL/lov/2008-12-12-99,LOV-2008-12-12-99,Lov om endringer i lov 26. mars 1999 nr. 14 om skatt av formue og inntekt (skatteloven),Endringslov til skatteloven,Finansdepartementet,,Skatte- og avgiftsrett > Inntekts- og formueskatt,"Kongen bestemmer, 2008-12-12, 2009-01-01",,,,,,lov/2008-12-12-99,https://lovdata.no/lov/2008-12-12-99
lov,nl-20090109-002.xml,NL/lov/2009-01-09-2,LOV-2009-01-09-2,Lov om kontroll med markedsføring og avtalevilkår mv. (markedsføringsloven),Markedsføringsloven - mfl,Barne- og familiedepartementet,,"EU/EØS-rett > Finansielle tjenester EU/EØS-rett > Forbrukersaker Forbruker-, kjøps- og konkurranserett > Markedsføring Næringsrett > Handel og tjenester",2009-06-01,2026-01-01,"lov/2025-04-25-12 fra 2026-01-01, lov/2025-06-20-41 fra 2025-07-01",,,2023-10-25 (vedheng om forordning (EU) 2017/2394),lov/2009-01-09-2,https://lovdata.no/lov/2009-01-09-2
lov,nl-20090306-012.xml,NL/lov/2009-03-06-12,LOV-2009-03-06-12,Lov om Statens finansfond,Statens finansfond-loven,Finansdepartementet,,"Selskaper, fond og foreninger > Fond",2009-03-06,2026-01-01,lov/2025-06-20-96 fra 2026-01-01,,,"2021-09-09 (faglige fotnoter fjernet, UU-tilpasset)",lov/2009-03-06-12,https://lovdata.no/lov/2009-03-06-12
lov,nl-20090515-028.xml,NL/lov/2009-05-15-28,LOV-2009-05-15-28,Lov om gjennomføring av Konvensjonen om klaseammunisjon,Klaseammunisjonsloven,Utenriksdepartementet,,"Internasjonal rett > Konvensjoner. Overenskomster Stats-, statsforfatnings- og statsborgerrett > Forsvaret",2010-08-01,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,"2021-06-22 (faglige noter fjernet, struktur)",lov/2009-05-15-28,https://lovdata.no/lov/2009-05-15-28
lov,nl-20090529-030.xml,NL/lov/2009-05-29-30,LOV-2009-05-29-30,Lov om Husbanken,Husbankloven,Kommunal- og distriktsdepartementet,,"Bank, finans og regnskapsrett > Banker Pensjons- og trygderett Selskaper, fond og foreninger",2010-01-01,2026-01-01,lov/2025-04-25-12 fra 2026-01-01,,,"2021-08-26 (faglige fotnoter fjernet, UU-tilpasset)",lov/2009-05-29-30,https://lovdata.no/lov/2009-05-29-30
lov,nl-20090605-032.xml,NL/lov/2009-06-05-32,LOV-2009-06-05-32,Lov om endringer i folketrygdloven (ny alderspensjon),Endringslov til folketrygdloven (ny alderspensjon),Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett,"2010-01-01, 2011-01-01",2010-12-17,lov/2010-12-17-77,,,,lov/2009-06-05-32,https://lovdata.no/lov/2009-06-05-32
lov,nl-20090605-035.xml,NL/lov/2009-06-05-35,LOV-2009-06-05-35,Lov om naturområder i Oslo og nærliggende kommuner (markaloven),Markaloven,Klima- og miljødepartementet,,"Kultur, idrett og underholdning > Idrett. Sport Miljøvern, natur og friluftsliv > Friluftsliv Miljøvern, natur og friluftsliv > Naturmangfold/naturfredning",2009-09-01,2025-07-01,lov/2025-06-06-25 fra 2025-07-01,,,"2021-08-25 (faglige fotnoter fjernet, UU-tilpasset)",lov/2009-06-05-35,https://lovdata.no/lov/2009-06-05-35
lov,nl-20090619-100.xml,NL/lov/2009-06-19-100,LOV-2009-06-19-100,Lov om forvaltning av naturens mangfold (naturmangfoldloven),Naturmangfoldloven - nml,Klima- og miljødepartementet,,"Miljøvern, natur og friluftsliv > Friluftsliv Miljøvern, natur og friluftsliv > Naturmangfold/naturfredning","2009-07-01, 2011-02-01, 2012-07-01, 2016-01-01, Kongen bestemmer",2026-01-01,lov/2025-12-22-130 fra 2026-01-01,,,"2021-07-02 (faglige fotnoter fjernet, UU-tilpasset)",lov/2009-06-19-100,https://lovdata.no/lov/2009-06-19-100
lov,nl-20090619-101.xml,NL/lov/2009-06-19-101,LOV-2009-06-19-101,Lov om erverv og utvinning av mineralressurser (mineralloven),Mineralloven,Nærings- og fiskeridepartementet,,Næringsrett > Bergverk. Mineraler. Muting,2010-01-01,2021-12-22,lov/2021-12-22-169,,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2009-06-19-101,https://lovdata.no/lov/2009-06-19-101
lov,nl-20090619-103.xml,NL/lov/2009-06-19-103,LOV-2009-06-19-103,Lov om tjenestevirksomhet (tjenesteloven),Tjenesteloven,Nærings- og fiskeridepartementet,,EU/EØS-rett > Tjenester og etablering Næringsrett > Handel og tjenester,2009-12-28,2023-10-01,lov/2023-06-16-38 fra 2023-10-01,,,"2021-08-24 (faglige fotnoter fjernet, UU-tilpasset)",lov/2009-06-19-103,https://lovdata.no/lov/2009-06-19-103
lov,nl-20090619-109.xml,NL/lov/2009-06-19-109,LOV-2009-06-19-109,Lov om overføring av rettigheter og forpliktelser ved omklassifisering av veg etter vegloven § 62 tredje ledd i forbindelse med forvaltningsreformen,Lov om omklassifisering av veg,Samferdselsdepartementet,,Forvaltnings- og kommunalrett > Kommuner og fylkeskommuner Forvaltnings- og kommunalrett > Offentlige reguleringer Transport og kommunikasjoner > Veitrafikk,"2009-06-19, 2010-01-01",,,,,2021-09-27 (faglige fotnoter fjernet),lov/2009-06-19-109,https://lovdata.no/lov/2009-06-19-109
lov,nl-20090619-044.xml,NL/lov/2009-06-19-44,LOV-2009-06-19-44,Lov om kommunale krisesentertilbod (krisesenterlova),Krisesenterlova,Barne- og familiedepartementet,,"Familie-, person- og barnerett > Barn og foreldre Helse- og omsorgsrett",2010-01-01,2026-01-01,lov/2025-06-20-42 fra 2026-01-01,,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2009-06-19-44,https://lovdata.no/lov/2009-06-19-44
lov,nl-20090619-058.xml,NL/lov/2009-06-19-58,LOV-2009-06-19-58,Lov om merverdiavgift (merverdiavgiftsloven),Merverdiavgiftsloven - mval,Finansdepartementet,,Skatte- og avgiftsrett > Merverdiavgift,"2010-01-01, 2011-01-01",2026-01-01,lov/2025-12-22-121 fra 2026-01-01,,,2021-07-01 (faglige fotnoter fjernet),lov/2009-06-19-58,https://lovdata.no/lov/2009-06-19-58
lov,nl-20090619-073.xml,NL/lov/2009-06-19-73,LOV-2009-06-19-73,Lov om utvalg som skal undersøke forhold knyttet til at personer med kjent psykisk lidelse har tatt liv,"Lov om undersøkelsesutvalg, psykiske lidelser",Helse- og omsorgsdepartementet,,Helse- og omsorgsrett > Psykisk helsevern,"2009-06-19 - 2012-06-30, 2009-07-01",,,,,,lov/2009-06-19-73,https://lovdata.no/lov/2009-06-19-73
lov,nl-20090619-095.xml,NL/lov/2009-06-19-95,LOV-2009-06-19-95,Lov om voksenopplæring (voksenopplæringsloven),Voksenopplæringsloven,Kunnskapsdepartementet,,"Skoler, universiteter og forskning > Skoler. Privatskoler","2010-01-01, 2010-07-01",2021-01-01,lov/2020-06-19-91 fra 2021-01-01,,,"2021-09-09 (faglige fotnoter fjernet, UU-tilpasset)",lov/2009-06-19-95,https://lovdata.no/lov/2009-06-19-95
lov,nl-20090619-097.xml,NL/lov/2009-06-19-97,LOV-2009-06-19-97,Lov om dyrevelferd,Dyrevelferdsloven,Landbruks- og matdepartementet,,"Landbruk, jakt og skogbruk > Dyrevern. Veterinær Landbruk, jakt og skogbruk > Landbruk. Dyrehold Fiskeri- og fangstrett og havbruk > Akvakultur. Havbruk",2010-01-01,2026-05-01,lov/2026-03-13-9 fra 2026-05-01,,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2009-06-19-97,https://lovdata.no/lov/2009-06-19-97
lov,nl-20091218-131.xml,NL/lov/2009-12-18-131,LOV-2009-12-18-131,Lov om sosiale tjenester i arbeids- og velferdsforvaltningen (sosialtjenesteloven),Sosialtjenesteloven - sotjl,Arbeids- og inkluderingsdepartementet,,Arbeidsrett > Arbeidsforhold. Sysselsetting Pensjons- og trygderett > Utenfor folketrygdloven > Sosiale tjenester,2010-01-01,2026-01-01,lov/2025-06-20-39 fra 2026-01-01,,,2021-07-01 (faglige fotnoter fjernet),lov/2009-12-18-131,https://lovdata.no/lov/2009-12-18-131
lov,nl-20100212-004.xml,NL/lov/2010-02-12-4,LOV-2010-02-12-4,Lov om pensjonsordning for oppdragstaker i beredskapshjem eller spesialisert fosterhjem,Lov om pensjon for oppdragstaker i barnevernet,Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett,2010-02-12,2025-12-22,lov/2025-12-22-117,,,2021-09-27 (faglige fotnoter fjernet),lov/2010-02-12-4,https://lovdata.no/lov/2010-02-12-4
lov,nl-20100219-005.xml,NL/lov/2010-02-19-5,LOV-2010-02-19-5,Lov om statstilskott til arbeidstakere som tar ut avtalefestet pensjon i privat sektor (AFP-tilskottsloven),AFP-tilskottsloven,Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett,"2010-02-19, 2011-01-01",2025-01-01,lov/2024-12-20-93 fra 2025-01-01,,,"2021-08-25 (faglige fotnoter fjernet, UU-tilpasset)",lov/2010-02-19-5,https://lovdata.no/lov/2010-02-19-5
lov,nl-20100326-008.xml,NL/lov/2010-03-26-8,LOV-2010-03-26-8,Lov om beskyttelse av varemerker (varemerkeloven),Varemerkeloven - vml,Justis- og beredskapsdepartementet,,Immaterialrett > Varemerke. Firma,2010-07-01,2024-05-24,lov/2023-12-20-110 fra 2024-05-24,,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2010-03-26-8,https://lovdata.no/lov/2010-03-26-8
lov,nl-20100326-009.xml,NL/lov/2010-03-26-9,LOV-2010-03-26-9,Lov om vergemål (vergemålsloven),Vergemålsloven - vgml,Justis- og beredskapsdepartementet,,"Familie-, person- og barnerett > Barn og foreldre Familie-, person- og barnerett > Rettslig handleevne. Vergemål","2013-07-01, 2013-04-05",2026-03-20,lov/2026-03-20-11,,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2010-03-26-9,https://lovdata.no/lov/2010-03-26-9
lov,nl-20100528-016.xml,NL/lov/2010-05-28-16,LOV-2010-05-28-16,Lov om behandling av opplysninger i politiet og påtalemyndigheten (politiregisterloven),Politiregisterloven,Justis- og beredskapsdepartementet,,"Familie-, person- og barnerett > Personrett. Personvern Forvaltnings- og kommunalrett > Statistikk. Registrering Forvaltnings- og kommunalrett > Politi","2014-07-01, 2013-09-13, 2013-09-27, 2016-01-01, 2018-05-06",2026-01-01,lov/2025-06-20-96 fra 2026-01-01,,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2010-05-28-16,https://lovdata.no/lov/2010-05-28-16
lov,nl-20100604-021.xml,NL/lov/2010-06-04-21,LOV-2010-06-04-21,Lov om fornybar energiproduksjon til havs (havenergilova),Havenergilova - havenl,Energidepartementet,,Energirett > Fornybar energi,2010-07-01,2026-01-01,lov/2025-06-20-109 fra 2026-01-01,,,2024-01-01 (ansvarlig departement),lov/2010-06-04-21,https://lovdata.no/lov/2010-06-04-21
lov,nl-20100625-028.xml,NL/lov/2010-06-25-28,LOV-2010-06-25-28,Lov om avtalefestet pensjon for medlemmer av Statens pensjonskasse,Lov om AFP for medlemmer av Statens pensjonskasse,Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett,2011-01-01,2026-01-01,lov/2025-06-10-31 fra 2026-01-01,,,"2021-09-09 (faglige fotnoter fjernet, UU-tilpasset)",lov/2010-06-25-28,https://lovdata.no/lov/2010-06-25-28
lov,nl-20100625-045.xml,NL/lov/2010-06-25-45,LOV-2010-06-25-45,Lov om sivil beskyttelse og beredskap (sivilbeskyttelsesloven),Sivilbeskyttelsesloven,Justis- og beredskapsdepartementet,,"Forvaltnings- og kommunalrett > Kommuner og fylkeskommuner HMS og beredskaps- og sikkerhetsrett > Beredskap HMS og beredskaps- og sikkerhetsrett > Helse, miljø og sikkerhet HMS og beredskaps- og sikkerhetsrett > Samfunnssikkerhet","2010-06-25, 2011-01-01",2026-01-01,"lov/2025-04-25-12 fra 2026-01-01, lov/2025-06-20-77 fra 2025-07-01",,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2010-06-25-45,https://lovdata.no/lov/2010-06-25-45
lov,nl-20100903-052.xml,NL/lov/2010-09-03-52,LOV-2010-09-03-52,Lov om varer av edelt metall mv. [edelmetalloven],Edelmetalloven,Nærings- og fiskeridepartementet,,Næringsrett > Bergverk. Mineraler. Muting Næringsrett > Håndverk,2011-01-01,,,,,"2021-08-26 (faglige fotnoter fjernet, UU-tilpasset)",lov/2010-09-03-52,https://lovdata.no/lov/2010-09-03-52
